,id,Age,Sex,Education,Work,EmploymentStatus,Income,Living,State,Religion,ReligiousCaste,PoliticalAffiliation,Vote,trust,V4,prompt,completion,matched,check_manually,completion.1,matched.1,check_manually.1,X.1,completion.2,matched.2,check_manually.2,resampled,id_sampleno,match_vote_outcome,vote_gpt
587,759,24,male,upper secondary education,currently,in paid work,15000,country village,Tamil Nadu,Hindu,OBC (Other Backward Classes),Center / liberal,Regional Party,trust,1,"I am 24 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Tamil Nadu. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I cannot predict past actions or personal decisions.,cannot,1,I cannot predict past actions or personal decisions.,cannot,1,80,I cannot determine your past actions or decisions.,cannot,1,1,759_,FALSE,No vote
588,761,39,female,lower secondary education,currently,in paid work,15000,country village,Tamil Nadu,Hindu,OBC (Other Backward Classes),Center / liberal,Third Front,trust,2,"I am 39 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Tamil Nadu. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, likely voted for a Third Front party.",Third Front,0,NA,NA,NA,NA,NA,NA,NA,NA,761_,TRUE,Third Front
589,763,36,female,primary education,never,in domestic work,8000,country village,Tamil Nadu,Hindu,OBC (Other Backward Classes),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,2,"I am 36 and I am a female. I have a primary education. I am in domestic work. My personal income is about 8000. I am a Hindu. I live in a country village in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I likely voted for the Communist Party.,Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,763_,TRUE,Left Front/Communist Party
590,764,60,male,no education,currently,in domestic work,1500,a big city,Tamil Nadu,Hindu,UCH (Upper Caste Hindus),"Far left (communist, etc.)",Left front Parties/Communist Party,trust,2,"I am 60 and I am a male. I have a no education. I am in domestic work. My personal income is about 1500. I am a Hindu. I live in a a big city in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",voted for the Communist Party.,Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,764_,TRUE,Left Front/Communist Party
591,765,66,male,lower secondary education,formerly,retired,15000,a big city,Tamil Nadu,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,trust,3,"I am 66 and I am a male. I have a lower secondary education. I am retired. My personal income is about 15000. I am a Hindu. I live in a a big city in Tamil Nadu. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I likely voted for BJP.,BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,765_,TRUE,BJP
592,766,63,female,upper secondary education,never,in domestic work,35000,a big city,Tamil Nadu,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,2,"I am 63 and I am a female. I have a upper secondary education. I am in domestic work. My personal income is about 35000. I am a Hindu. I live in a a big city in Tamil Nadu. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I cannot predict individual actions or decisions.,cannot,1,You likely voted for BJP.,BJP,0,NA,NA,NA,NA,NA,766_,TRUE,BJP
593,767,65,female,lower secondary education,never,Other,15000,a big city,Tamil Nadu,Hindu,UCH (Upper Caste Hindus),"Far left (communist, etc.)",Left front Parties/Communist Party,trust,3,"I am 65 and I am a female. I have a lower secondary education. I am Other. My personal income is about 15000. I am a Hindu. I live in a a big city in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, Communist Party.",Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,767_,TRUE,Left Front/Communist Party
594,768,66,female,bachelor,currently,in paid work,15000,a big city,Tamil Nadu,Catholic,General,"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,2,"I am 66 and I am a female. I have a bachelor. I am in paid work. My personal income is about 15000. I am a Catholic. I live in a a big city in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I cannot predict past actions or personal choices.,cannot,1,I predict you voted for Left Front Parties/Comm,Left Front Parties,0,NA,NA,NA,NA,NA,768_,TRUE,Left Front/Communist Party
595,770,61,female,no education,never,in domestic work,15000,a big city,Tamil Nadu,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,trust,2,"I am 61 and I am a female. I have a no education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a a big city in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",You likely voted for a Left Front party.,Left,0,NA,NA,NA,NA,NA,NA,NA,NA,770_,TRUE,Left Front/Communist Party
596,771,39,male,primary education,currently,in domestic work,35000,a big city,Tamil Nadu,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,2,"I am 39 and I am a male. I have a primary education. I am in domestic work. My personal income is about 35000. I am a Hindu. I live in a a big city in Tamil Nadu. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",You likely voted for BJP.,BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,771_,TRUE,BJP
597,772,43,male,lower secondary education,currently,in domestic work,35000,a big city,Tamil Nadu,Muslim,Others,Center / liberal,Third Front,moderate trust,2,"I am 43 and I am a male. I have a lower secondary education. I am in domestic work. My personal income is about 35000. I am a Muslim. I live in a a big city in Tamil Nadu. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",Based on your ideological leanings and identification with the,NA,1,I cannot predict or assume personal actions or political affili,cannot,1,82,I cannot predict personal actions or political choices.,cannot,1,1,772_,FALSE,No vote
598,775,35,male,primary education,currently,in domestic work,35000,country village,Tamil Nadu,Hindu,UCH (Upper Caste Hindus),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,2,"I am 35 and I am a male. I have a primary education. I am in domestic work. My personal income is about 35000. I am a Hindu. I live in a country village in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I likely voted for the Communist Party.,Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,775_,TRUE,Left Front/Communist Party
599,776,34,female,no education,never,in domestic work,15000,country village,Tamil Nadu,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,2,"I am 34 and I am a female. I have a no education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I voted for the Communist Party.,Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,776_,TRUE,Left Front/Communist Party
600,778,43,female,lower secondary education,currently,in domestic work,8000,a farm in the country,Tamil Nadu,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,little trust,4,"I am 43 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 8000. I am a Hindu. I live in a a farm in the country in Tamil Nadu. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I voted for BJP.,BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,778_,TRUE,BJP
601,780,63,female,no education,currently,in domestic work,4500,country village,Tamil Nadu,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,trust,2,"I am 63 and I am a female. I have a no education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, Communist Party.",Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,780_,TRUE,Left Front/Communist Party
602,782,24,male,lower secondary education,currently,in domestic work,15000,the suburbs,Tamil Nadu,Hindu,OBC (Other Backward Classes),"Far left (communist, etc.)",Left front Parties/Communist Party,little trust,4,"I am 24 and I am a male. I have a lower secondary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a the suburbs in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, Communist Party.",Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,782_,TRUE,Left Front/Communist Party
603,783,70,female,no education,currently,in domestic work,35000,the suburbs,Tamil Nadu,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,NA,2,"I am 70 and I am a female. I have a no education. I am in domestic work. My personal income is about 35000. I am a Hindu. I live in a the suburbs in Tamil Nadu. Ideologically, I am leaning Right / conservative. I identify with BJP. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",You likely voted for BJP.,BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,783_,TRUE,BJP
604,787,29,female,bachelor,currently,in domestic work,15000,the suburbs,Tamil Nadu,Hindu,OBC (Other Backward Classes),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,3,"I am 29 and I am a female. I have a bachelor. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a the suburbs in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, likely voted for CPI(M) or a",Left front,0,NA,NA,NA,NA,NA,NA,NA,NA,787_,TRUE,Left Front/Communist Party
605,789,29,male,lower secondary education,currently,Other,15000,the suburbs,Tamil Nadu,Hindu,SC (Scheduled Caste/ Dalits),Left / center left,Congress,moderate trust,3,"I am 29 and I am a male. I have a lower secondary education. I am Other. My personal income is about 15000. I am a Hindu. I live in a the suburbs in Tamil Nadu. Ideologically, I am leaning Left / center left. I identify with Congress. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",voted for Congress.,Congress,0,NA,NA,NA,NA,NA,NA,NA,NA,789_,TRUE,Congress
606,790,31,female,lower secondary education,never,in domestic work,15000,the suburbs,Tamil Nadu,Hindu,OBC (Other Backward Classes),"Far left (communist, etc.)",Left front Parties/Communist Party,NA,3,"I am 31 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a the suburbs in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I likely voted for the Communist Party.,Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,790_,TRUE,Left Front/Communist Party
607,791,29,male,upper secondary education,currently,in domestic work,15000,the suburbs,Tamil Nadu,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,little trust,4,"I am 29 and I am a male. I have a upper secondary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a the suburbs in Tamil Nadu. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I cannot provide that information.,cannot,1,I voted for BJP.,BJP,0,NA,NA,NA,NA,NA,791_,TRUE,BJP
608,792,68,female,no education,never,in domestic work,15000,the suburbs,Tamil Nadu,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,little trust,2,"I am 68 and I am a female. I have a no education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a the suburbs in Tamil Nadu. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, likely voted for BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,792_,TRUE,BJP
609,793,34,female,no education,never,in domestic work,35000,country village,Tamil Nadu,Hindu,OBC (Other Backward Classes),Left / center left,Congress,little trust,2,"I am 34 and I am a female. I have a no education. I am in domestic work. My personal income is about 35000. I am a Hindu. I live in a country village in Tamil Nadu. Ideologically, I am leaning Left / center left. I identify with Congress. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I cannot predict individual actions or decisions.,cannot,1,I likely voted for Congress.,Congress,0,NA,NA,NA,NA,NA,793_,TRUE,Congress
610,794,43,male,primary education,currently,in paid work,15000,the suburbs,Tamil Nadu,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,little trust,2,"I am 43 and I am a male. I have a primary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a the suburbs in Tamil Nadu. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,794_,TRUE,BJP
611,795,60,female,lower secondary education,never,in domestic work,-9,the suburbs,Tamil Nadu,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,no trust,2,"I am 60 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about -9. I am a Hindu. I live in a the suburbs in Tamil Nadu. Ideologically, I am leaning Right / conservative. I identify with BJP. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I cannot predict personal actions or decisions.,cannot,1,I likely voted for BJP.,BJP,0,NA,NA,NA,NA,NA,795_,TRUE,BJP
612,800,57,male,lower secondary education,currently,in domestic work,15000,town,Tamil Nadu,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,little trust,3,"I am 57 and I am a male. I have a lower secondary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a town in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, Communist Party.",Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,800_,TRUE,Left Front/Communist Party
613,801,64,male,primary education,currently,in domestic work,15000,town,Tamil Nadu,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,NA,2,"I am 64 and I am a male. I have a primary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a town in Tamil Nadu. Ideologically, I am leaning Right / conservative. I identify with BJP. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,801_,TRUE,BJP
614,802,29,male,no education,currently,in domestic work,15000,town,Tamil Nadu,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,3,"I am 29 and I am a male. I have a no education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a town in Tamil Nadu. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I voted for BJP.,BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,802_,TRUE,BJP
615,803,64,female,lower secondary education,never,in domestic work,35000,town,Tamil Nadu,Hindu,UCH (Upper Caste Hindus),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,3,"I am 64 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 35000. I am a Hindu. I live in a town in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, likely voted for a Left Front party.",Left,0,NA,NA,NA,NA,NA,NA,NA,NA,803_,TRUE,Left Front/Communist Party
616,805,25,female,bachelor,currently,in domestic work,35000,town,Tamil Nadu,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,2,"I am 25 and I am a female. I have a bachelor. I am in domestic work. My personal income is about 35000. I am a Hindu. I live in a town in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","I cannot predict or assume personal actions or decisions,",cannot,1,I likely voted for the Communist Party.,Communist Party,0,NA,NA,NA,NA,NA,805_,TRUE,Left Front/Communist Party
617,806,49,male,primary education,currently,in domestic work,15000,town,Tamil Nadu,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,3,"I am 49 and I am a male. I have a primary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a town in Tamil Nadu. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,806_,TRUE,BJP
618,807,39,female,upper secondary education,never,in domestic work,-9,town,Tamil Nadu,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,trust,4,"I am 39 and I am a female. I have a upper secondary education. I am in domestic work. My personal income is about -9. I am a Hindu. I live in a town in Tamil Nadu. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,807_,TRUE,BJP
619,808,51,male,no education,currently,in domestic work,35000,town,Tamil Nadu,Hindu,OBC (Other Backward Classes),"Far left (communist, etc.)",Left front Parties/Communist Party,complete trust,2,"I am 51 and I am a male. I have a no education. I am in domestic work. My personal income is about 35000. I am a Hindu. I live in a town in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, Communist Party",Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,808_,TRUE,Left Front/Communist Party
620,809,41,male,lower secondary education,currently,in domestic work,35000,town,Tamil Nadu,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,trust,3,"I am 41 and I am a male. I have a lower secondary education. I am in domestic work. My personal income is about 35000. I am a Hindu. I live in a town in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I voted for a Left front Party/Communist,Left,0,NA,NA,NA,NA,NA,NA,NA,NA,809_,TRUE,Left Front/Communist Party
621,810,56,male,no education,currently,in domestic work,35000,town,Tamil Nadu,Hindu,UCH (Upper Caste Hindus),"Far left (communist, etc.)",Left front Parties/Communist Party,trust,2,"I am 56 and I am a male. I have a no education. I am in domestic work. My personal income is about 35000. I am a Hindu. I live in a town in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, Communist Party.",Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,810_,TRUE,Left Front/Communist Party
622,811,61,male,lower secondary education,currently,in domestic work,35000,town,Tamil Nadu,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,moderate trust,2,"I am 61 and I am a male. I have a lower secondary education. I am in domestic work. My personal income is about 35000. I am a Hindu. I live in a town in Tamil Nadu. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I cannot predict or assume personal actions or political choices,cannot,1,"Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,811_,TRUE,BJP
623,812,38,female,bachelor,currently,in domestic work,35000,town,Tamil Nadu,Hindu,UCH (Upper Caste Hindus),"Far left (communist, etc.)",Left front Parties/Communist Party,trust,4,"I am 38 and I am a female. I have a bachelor. I am in domestic work. My personal income is about 35000. I am a Hindu. I live in a town in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I likely voted for the Communist Party.,Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,812_,TRUE,Left Front/Communist Party
624,813,56,female,no education,currently,in domestic work,8000,town,Tamil Nadu,Hindu,UCH (Upper Caste Hindus),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,3,"I am 56 and I am a female. I have a no education. I am in domestic work. My personal income is about 8000. I am a Hindu. I live in a town in Tamil Nadu. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, Communist Party.",Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,813_,TRUE,Left Front/Communist Party
625,814,45,male,lower secondary education,currently,in domestic work,15000,town,Tamil Nadu,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,moderate trust,4,"I am 45 and I am a male. I have a lower secondary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a town in Tamil Nadu. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,814_,TRUE,BJP
626,817,68,male,lower secondary education,currently,in paid work,4500,town,Telangana,Hindu,OBC (Other Backward Classes),Left / center left,Congress,moderate trust,3,"I am 68 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a town in Telangana. Ideologically, I am leaning Left / center left. I identify with Congress. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I likely voted for Congress.,Congress,0,NA,NA,NA,NA,NA,NA,NA,NA,817_,TRUE,Congress
627,818,39,male,upper secondary education,currently,in paid work,15000,town,Telangana,Hindu,OBC (Other Backward Classes),Left / center left,Congress,moderate trust,1,"I am 39 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a town in Telangana. Ideologically, I am leaning Left / center left. I identify with Congress. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I predict you voted for Congress.,Congress,0,NA,NA,NA,NA,NA,NA,NA,NA,818_,TRUE,Congress
628,822,63,female,primary education,never,in domestic work,15000,country village,Telangana,Hindu,OBC (Other Backward Classes),Left / center left,Congress,trust,1,"I am 63 and I am a female. I have a primary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Telangana. Ideologically, I am leaning Left / center left. I identify with Congress. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","I cannot predict individual actions, but based on your",cannot,1,I predict you voted for Congress.,Congress,0,NA,NA,NA,NA,NA,822_,TRUE,Congress
