id,completion,matched,check_manually,Age,Sex,Education,Work,EmploymentStatus,Income,Living,State,Religion,ReligiousCaste,PoliticalAffiliation,Vote,trust,V4,V10,Selfplacement,Weight,prompt
875,I voted for BJP.,BJP,0,31,male,bachelor,currently,in paid work,15000,a big city,Bihar,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,1,5,8,0.74,"I am 31 and I am a male. I have a bachelor. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
876,"Yes, likely voted for a Third Front party.",Third Front,0,22,female,upper secondary education,never,in domestic work,4500,a big city,Bihar,Hindu,OBC (Other Backward Classes),Center / liberal,Third Front,moderate trust,4,1,8,0.72,"I am 22 and I am a female. I have a upper secondary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
877,"Yes, BJP.",BJP,0,30,male,no education,never,in domestic work,4500,a big city,Bihar,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,1,3,4,1.41,"I am 30 and I am a male. I have a no education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
878,I likely voted for BJP.,BJP,0,48,male,upper secondary education,currently,in paid work,35000,a big city,Bihar,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,4,1,8,0.22,"I am 48 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
879,You likely voted for BJP.,BJP,0,26,male,bachelor,currently,in paid work,35000,a big city,Bihar,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,4,5,8,0.54,"I am 26 and I am a male. I have a bachelor. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
880,I likely voted for Congress.,Congress,0,50,female,lower secondary education,currently,in paid work,15000,a big city,Bihar,Hindu,UCH (Upper Caste Hindus),Left / center left,Congress,trust,2,3,6,0.38,"I am 50 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Left / center left. I identify with Congress. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
881,"Yes, BJP.",BJP,0,55,male,no education,formerly,retired,4500,a big city,Bihar,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,2,2,6,1.07,"I am 55 and I am a male. I have a no education. I am retired. My personal income is about 4500. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
882,I cannot predict your actions.,cannot,1,26,female,lower secondary education,currently,in paid work,15000,a big city,Bihar,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,1,5,5,0.36,"I am 26 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
883,"Yes, BJP.",BJP,0,41,male,no education,currently,in paid work,15000,a big city,Bihar,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,5,8,1.67,"I am 41 and I am a male. I have a no education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
884,I cannot predict or confirm voting behavior or decisions.,cannot,1,20,male,upper secondary education,never,in education,4500,country village,Bihar,Muslim,Sunni,Center / liberal,Third Front,trust,1,3,8,1,"I am 20 and I am a male. I have a upper secondary education. I am in education. My personal income is about 4500. I am a Muslim. I live in a country village in Bihar. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
885,I cannot predict personal actions or political choices.,cannot,1,28,female,no education,never,in domestic work,4500,country village,Bihar,Muslim,Sunni,Center / liberal,Regional Party,trust,1,5,8,2.13,"I am 28 and I am a female. I have a no education. I am in domestic work. My personal income is about 4500. I am a Muslim. I live in a country village in Bihar. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
886,"Yes, BJP.",BJP,0,28,male,bachelor,never,unemployed and looking for a job,4500,country village,Bihar,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,trust,2,3,7,0.81,"I am 28 and I am a male. I have a bachelor. I am unemployed and looking for a job. My personal income is about 4500. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
887,"Yes, BJP.",BJP,0,37,female,lower secondary education,never,in domestic work,4500,country village,Bihar,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,1,5,8,0.25,"I am 37 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
888,I voted for BJP.,BJP,0,28,female,bachelor,never,in domestic work,4500,country village,Bihar,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,4,1,8,0.56,"I am 28 and I am a female. I have a bachelor. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
889,I cannot predict personal actions or political choices.,cannot,1,20,female,bachelor,never,in education,4500,country village,Bihar,Hindu,UCH (Upper Caste Hindus),Center / liberal,Third Front,moderate trust,1,5,6,1.66,"I am 20 and I am a female. I have a bachelor. I am in education. My personal income is about 4500. I am a Hindu. I live in a country village in Bihar. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
890,I cannot predict personal actions or political preferences.,cannot,1,23,male,primary education,currently,in paid work,15000,country village,Uttar Pradesh,Muslim,Sunni,Center / liberal,Third Front,moderate trust,1,5,7,6.91,"I am 23 and I am a male. I have a primary education. I am in paid work. My personal income is about 15000. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
891,I cannot provide real-time or future actions based on,cannot,1,25,male,lower secondary education,currently,in paid work,15000,country village,Uttar Pradesh,Muslim,Sunni,Center / liberal,Regional Party,moderate trust,4,1,8,1.39,"I am 25 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
892,I cannot predict past actions or personal decisions.,cannot,1,47,male,no education,currently,in paid work,15000,country village,Uttar Pradesh,Muslim,Sunni,Center / liberal,Regional Party,trust,1,3,7,1.95,"I am 47 and I am a male. I have a no education. I am in paid work. My personal income is about 15000. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
893,I cannot predict past actions or personal decisions.,cannot,1,26,male,lower secondary education,currently,in paid work,35000,country village,Uttar Pradesh,Muslim,Sunni,Center / liberal,Regional Party,moderate trust,2,3,5,0.46,"I am 26 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 35000. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
894,I cannot predict or assume personal actions or decisions.,cannot,1,24,female,bachelor,never,in education,4500,country village,Uttar Pradesh,Muslim,Sunni,Center / liberal,Regional Party,trust,1,5,6,1.41,"I am 24 and I am a female. I have a bachelor. I am in education. My personal income is about 4500. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
895,"I cannot predict individual behaviors or actions, including voting",cannot,1,22,male,upper secondary education,never,in education,4500,country village,Uttar Pradesh,Muslim,Sunni,Center / liberal,Third Front,trust,2,3,8,1,"I am 22 and I am a male. I have a upper secondary education. I am in education. My personal income is about 4500. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
896,"I cannot predict or confirm past actions or decisions,",cannot,1,75,male,lower secondary education,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Center / liberal,Third Front,trust,1,5,9,0.42,"I am 75 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
897,"Yes, BJP.",BJP,0,38,female,lower secondary education,never,in domestic work,35000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,2,5,9,0.26,"I am 38 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
898,I cannot provide real-time or future events information or,cannot,1,61,male,upper secondary education,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Center / liberal,Third Front,moderate trust,1,5,7,0.42,"I am 61 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
899,"Yes, likely voted for a Third Front party.",Third Front,0,41,male,upper secondary education,currently,in paid work,15000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Center / liberal,Third Front,moderate trust,1,5,7,0.38,"I am 41 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
900,"Yes, BJP.",BJP,0,71,female,no education,never,in domestic work,35000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,3,5,8,1.15,"I am 71 and I am a female. I have a no education. I am in domestic work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
901,"Based on the information, it's likely you voted",NA,1,81,male,primary education,formerly,retired,35000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Third Front,trust,1,5,9,1.23,"I am 81 and I am a male. I have a primary education. I am retired. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
902,You likely voted for BJP.,BJP,0,23,male,upper secondary education,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,trust,2,5,7,0.7,"I am 23 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
903,"Yes, likely voted for Samajwadi Party",Third Front,0,31,female,bachelor,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Center / liberal,Third Front,trust,1,5,6,0.57,"I am 31 and I am a female. I have a bachelor. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
904,You likely voted for a Third Front party.,Third Front,0,26,male,lower secondary education,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Third Front,trust,4,5,7,0.32,"I am 26 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
905,"Yes, BJP.",BJP,0,26,male,bachelor,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,4,5,6,0.61,"I am 26 and I am a male. I have a bachelor. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
906,I likely voted for BJP.,BJP,0,36,male,upper secondary education,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,4,5,7,0.22,"I am 36 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
907,I likely voted for BJP.,BJP,0,45,female,lower secondary education,formerly,unemployed and looking for a job,35000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,1,5,7,0.23,"I am 45 and I am a female. I have a lower secondary education. I am unemployed and looking for a job. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
908,"Yes, BJP.",BJP,0,39,male,upper secondary education,currently,in paid work,15000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,3,3,8,0.38,"I am 39 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
909,I predict you voted for BJP.,BJP,0,34,female,primary education,currently,in paid work,15000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,complete trust,1,5,7,2.58,"I am 34 and I am a female. I have a primary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
910,I likely voted for BJP.,BJP,0,26,male,bachelor,currently,in paid work,35000,country village,Uttar Pradesh,Muslim,Sunni,Right / conservative,BJP,moderate trust,2,5,8,0.7,"I am 26 and I am a male. I have a bachelor. I am in paid work. My personal income is about 35000. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
911,"Yes, BJP.",BJP,0,28,male,lower secondary education,currently,in paid work,35000,country village,Uttar Pradesh,Muslim,Sunni,Right / conservative,BJP,moderate trust,1,5,8,0.46,"I am 28 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 35000. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
912,"Yes, BJP.",BJP,0,39,female,lower secondary education,never,in domestic work,15000,country village,Uttar Pradesh,Muslim,Sunni,Right / conservative,BJP,trust,2,5,7,0.4,"I am 39 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 15000. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
913,I probably voted for BJP.,BJP,0,36,female,lower secondary education,never,in domestic work,35000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,4,6,0.26,"I am 36 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
914,"Yes, likely for a Third Front party.",Third Front,0,26,male,bachelor,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Center / liberal,Third Front,trust,4,5,8,0.61,"I am 26 and I am a male. I have a bachelor. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
915,"Yes, BJP.",BJP,0,41,female,lower secondary education,currently,in paid work,15000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,1,5,6,0.35,"I am 41 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
916,I predict you voted for BJP.,BJP,0,61,male,no education,currently,in paid work,8000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,3,1,8,1.53,"I am 61 and I am a male. I have a no education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
917,I likely voted for BJP.,BJP,0,35,female,no education,never,-9,15000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,5,9,1.76,"I am 35 and I am a female. I have a no education. I am -9. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
918,"Yes, BJP.",BJP,0,56,male,lower secondary education,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,2,5,8,0.31,"I am 56 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
919,"Yes, BJP.",BJP,0,35,male,bachelor,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,4,8,0.42,"I am 35 and I am a male. I have a bachelor. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
920,"Yes, BJP.",BJP,0,24,male,bachelor,never,unemployed and looking for a job,8000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,5,5,1.32,"I am 24 and I am a male. I have a bachelor. I am unemployed and looking for a job. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
921,"Yes, BJP.",BJP,0,36,male,lower secondary education,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,2,3,5,0.27,"I am 36 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
922,I voted for a Regional Party.,Regional Party,0,31,female,no education,never,in domestic work,8000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Center / liberal,Regional Party,trust,2,2,7,1.86,"I am 31 and I am a female. I have a no education. I am in domestic work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
923,likely voted for BJP.,BJP,0,43,male,primary education,currently,in paid work,15000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,5,8,1.89,"I am 43 and I am a male. I have a primary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
924,voted for BJP.,BJP,0,31,female,no education,never,in domestic work,15000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,3,6,2.58,"I am 31 and I am a female. I have a no education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
