"","id","completion","matched","check_manually","Age","Sex","Education","Work","EmploymentStatus","Income","Living","State","Religion","ReligiousCaste","PoliticalAffiliation","Vote","trust","V4","V10","Selfplacement","Weight","prompt","id_sampleno","X","completion.1","matched.1","check_manually.1","X.1","completion.2","matched.2","check_manually.2","resampled"
"714",824,"Yes, BJP.","BJP",0,64,"male","primary education","currently","in paid work",8000,"country village","Telangana","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","trust",2,4,8,1.53,"I am 64 and I am a male. I have a primary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Telangana. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","824_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",825,"I likely voted for Congress.","Congress",0,37,"female","bachelor","currently","in paid work",35000,"country village","Telangana","Hindu","OBC (Other Backward Classes)","Left / center left","Congress","trust",1,4,8,0.39,"I am 37 and I am a female. I have a bachelor. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Telangana. Ideologically, I am leaning Left / center left. I identify with Congress. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","825_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",826,"Yes, BJP.","BJP",0,23,"male","upper secondary education","never","in education",35000,"country village","Telangana","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","trust",1,3,8,0.89,"I am 23 and I am a male. I have a upper secondary education. I am in education. My personal income is about 35000. I am a Hindu. I live in a country village in Telangana. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","826_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",827,"Yes, Congress.","Congress",0,36,"male","no education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","OBC (Other Backward Classes)","Left / center left","Congress","little trust",3,3,4,1.2,"I am 36 and I am a male. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Left / center left. I identify with Congress. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","827_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",828,"Yes, BJP.","BJP",0,51,"female","primary education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","little trust",1,4,3,1.02,"I am 51 and I am a female. I have a primary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","828_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"719",829,"I voted for BJP.","BJP",0,60,"female","no education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","little trust",2,3,4,1.26,"I am 60 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","829_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",830,"Yes, BJP.","BJP",0,60,"male","no education","formerly","retired",8000,"the suburbs","Telangana","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","moderate trust",2,3,5,1.35,"I am 60 and I am a male. I have a no education. I am retired. My personal income is about 8000. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","830_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",831,"Based on your information, it's likely you voted",NA,1,35,"female","no education","currently","in paid work",8000,"the suburbs","Telangana","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","little trust",2,4,6,1.12,"I am 35 and I am a female. I have a no education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","831_",156,"I likely voted for BJP.","BJP",0,NA,NA,NA,NA,NA
"722",832,"Yes, BJP.","BJP",0,45,"female","lower secondary education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","little trust",3,4,5,0.2,"I am 45 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","832_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",833,"I cannot predict individual actions or decisions, including voting","cannot",1,52,"male","no education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","no trust",2,5,6,0.87,"I am 52 and I am a male. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","833_",83,"I cannot predict personal actions or political decisions.","cannot",1,83,"I cannot predict individual actions or decisions, including how","cannot",1,1
"724",833,"I cannot predict individual actions or decisions, including voting","cannot",1,52,"male","no education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","no trust",2,5,6,0.87,"I am 52 and I am a male. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","833_",157,"I cannot predict personal actions or political decisions.","cannot",1,NA,NA,NA,NA,NA
"725",834,"Yes, likely for Regional Party.","Regional Party",0,48,"female","no education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","complete trust",5,3,6,0.81,"I am 48 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","834_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",835,"Yes, likely a Regional Party.","Regional Party",0,33,"female","lower secondary education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","moderate trust",5,1,6,0.26,"I am 33 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","835_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"727",836,"I cannot provide real-time or personalized predictions on voting","cannot",1,23,"female","no education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","no trust",5,5,6,2.87,"I am 23 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","836_",84,"I cannot predict your actions or political choices.","cannot",1,84,"I cannot make assumptions or predictions about individual behaviors,","cannot",1,1
"728",836,"I cannot provide real-time or personalized predictions on voting","cannot",1,23,"female","no education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","no trust",5,5,6,2.87,"I am 23 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","836_",158,"I cannot predict your actions or political choices.","cannot",1,NA,NA,NA,NA,NA
"729",837,"Yes, Regional Party.","Regional Party",0,48,"female","no education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","no trust",5,5,6,0.81,"I am 48 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","837_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",838,"I voted for a Regional Party.","Regional Party",0,30,"female","lower secondary education","currently","in paid work",4500,"country village","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","no trust",5,5,6,0.3,"I am 30 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","838_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",839,"I predict you voted for a Regional Party.","Regional Party",0,25,"female","lower secondary education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","no trust",5,2,5,0.58,"I am 25 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","839_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",840,"I cannot predict past actions or personal decisions with the","cannot",1,25,"female","no education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","no trust",5,2,5,2.87,"I am 25 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","840_",159,"I predict you voted for a Regional Party.","Regional Party",0,NA,NA,NA,NA,NA
"733",841,"I cannot predict or assume personal actions or decisions,","cannot",1,39,"female","lower secondary education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","complete trust",5,3,6,0.18,"I am 39 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","841_",160,"I likely voted for a Regional Party.","Regional Party",0,NA,NA,NA,NA,NA
"734",842,"I cannot predict individual actions or decisions.","cannot",1,29,"female","no education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","little trust",2,5,6,1.31,"I am 29 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","842_",85,"I cannot predict past actions or personal decisions.","cannot",1,85,"I cannot predict or assume personal actions or decisions.","cannot",1,1
"735",842,"I cannot predict individual actions or decisions.","cannot",1,29,"female","no education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","little trust",2,5,6,1.31,"I am 29 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","842_",161,"I cannot predict past actions or personal decisions.","cannot",1,NA,NA,NA,NA,NA
"736",843,"I cannot predict specific actions you've taken.","cannot",1,39,"female","no education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","no trust",5,1,6,0.89,"I am 39 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","843_",86,"I cannot predict individual actions or decisions.","cannot",1,86,"I cannot predict personal actions or political choices.","cannot",1,1
"737",843,"I cannot predict specific actions you've taken.","cannot",1,39,"female","no education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","no trust",5,1,6,0.89,"I am 39 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","843_",162,"I cannot predict individual actions or decisions.","cannot",1,NA,NA,NA,NA,NA
"738",844,"I cannot predict or infer past actions or decisions,","cannot",1,34,"female","no education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","complete trust",5,5,6,1.31,"I am 34 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","844_",87,"I cannot predict personal actions or political preferences.","cannot",1,87,"I predict you voted for a Regional Party.","Regional Party",0,1
"739",844,"I cannot predict or infer past actions or decisions,","cannot",1,34,"female","no education","currently","in paid work",4500,"the suburbs","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","complete trust",5,5,6,1.31,"I am 34 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","844_",163,"I cannot predict personal actions or political preferences.","cannot",1,NA,NA,NA,NA,NA
"740",845,"Yes, likely voted for a Regional Party.","Regional Party",0,45,"male","lower secondary education","currently","in paid work",35000,"country village","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","complete trust",1,5,7,0.2,"I am 45 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","845_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",846,"I cannot predict personal actions or political decisions.","cannot",1,43,"male","upper secondary education","currently","Other",75000,"country village","Telangana","Hindu","UCH (Upper Caste Hindus)","Center / liberal","Regional Party","complete trust",2,5,1,0.37,"I am 43 and I am a male. I have a upper secondary education. I am Other. My personal income is about 75000. I am a Hindu. I live in a country village in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","846_",164,"You likely voted for the Regional Party.","Regional Party",0,NA,NA,NA,NA,NA
"742",847,"No, you did not vote in 2019","not",1,18,"female","bachelor","currently","Other",-9,"country village","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","complete trust",2,5,5,0.98,"I am 18 and I am a female. I have a bachelor. I am Other. My personal income is about -9. I am a Hindu. I live in a country village in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","847_",88,"I can't specify or assume specific actions based on",NA,1,88,"I voted for a Regional Party.","Regional Party",0,1
"743",847,"No, you did not vote in 2019","not",1,18,"female","bachelor","currently","Other",-9,"country village","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","complete trust",2,5,5,0.98,"I am 18 and I am a female. I have a bachelor. I am Other. My personal income is about -9. I am a Hindu. I live in a country village in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","847_",165,"I can't specify or assume specific actions based on",NA,1,NA,NA,NA,NA,NA
"744",849,"Yes, likely voted for a Regional Party.","Regional Party",0,25,"female","no education","currently","in paid work",35000,"country village","Telangana","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","complete trust",2,5,3,3.28,"I am 25 and I am a female. I have a no education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","849_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",850,"Yes, likely for a Regional Party.","Regional Party",0,54,"male","no education","currently","in paid work",75000,"country village","Telangana","Hindu","OBC (Other Backward Classes)","Center / liberal","Regional Party","complete trust",1,-8,6,1.25,"I am 54 and I am a male. I have a no education. I am in paid work. My personal income is about 75000. I am a Hindu. I live in a country village in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","850_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",851,"I cannot confirm specific actions or events, but based","cannot",1,25,"male","bachelor","never","unemployed and looking for a job",4500,"country village","Uttarakhand","Hindu","UCH (Upper Caste Hindus)","Right / conservative","BJP","moderate trust",1,5,8,1.78,"I am 25 and I am a male. I have a bachelor. I am unemployed and looking for a job. My personal income is about 4500. I am a Hindu. I live in a country village in Uttarakhand. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","851_",166,"I likely voted for BJP.","BJP",0,NA,NA,NA,NA,NA
"747",852,"Yes, BJP.","BJP",0,26,"male","master","never","unemployed and looking for a job",4500,"country village","Uttarakhand","Hindu","UCH (Upper Caste Hindus)","Right / conservative","BJP","moderate trust",2,2,7,0.81,"I am 26 and I am a male. I have a master. I am unemployed and looking for a job. My personal income is about 4500. I am a Hindu. I live in a country village in Uttarakhand. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","852_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",853,"I likely voted for BJP.","BJP",0,33,"female","lower secondary education","never","in domestic work",4500,"country village","Uttarakhand","Hindu","UCH (Upper Caste Hindus)","Right / conservative","BJP","moderate trust",1,3,6,0.5,"I am 33 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttarakhand. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","853_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",854,"I voted for BJP.","BJP",0,38,"female","bachelor","never","in domestic work",15000,"country village","Uttarakhand","Hindu","UCH (Upper Caste Hindus)","Right / conservative","BJP","moderate trust",4,1,7,0.72,"I am 38 and I am a female. I have a bachelor. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttarakhand. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","854_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",855,"Yes, BJP.","BJP",0,28,"male","upper secondary education","currently","in paid work",35000,"country village","Uttarakhand","Hindu","UCH (Upper Caste Hindus)","Right / conservative","BJP","moderate trust",1,5,6,0.55,"I am 28 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttarakhand. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","855_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",856,"I likely voted for BJP.","BJP",0,26,"female","primary education","never","in domestic work",15000,"country village","Uttarakhand","Hindu","UCH (Upper Caste Hindus)","Right / conservative","BJP","moderate trust",2,2,9,3.49,"I am 26 and I am a female. I have a primary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttarakhand. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","856_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",857,"Yes, BJP.","BJP",0,39,"male","lower secondary education","currently","in paid work",15000,"country village","Uttarakhand","Hindu","UCH (Upper Caste Hindus)","Right / conservative","BJP","trust",2,3,7,0.51,"I am 39 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttarakhand. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","857_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",858,"Yes, BJP.","BJP",0,28,"female","upper secondary education","currently","in paid work",15000,"country village","Uttarakhand","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","moderate trust",4,1,7,0.52,"I am 28 and I am a female. I have a upper secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttarakhand. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","858_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",859,"Yes, BJP.","BJP",0,39,"female","upper secondary education","currently","in paid work",15000,"country village","Uttarakhand","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","trust",1,5,8,0.35,"I am 39 and I am a female. I have a upper secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttarakhand. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","859_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",860,"I voted for Congress.","Congress",0,39,"male","bachelor","currently","in paid work",15000,"country village","Uttarakhand","Hindu","OBC (Other Backward Classes)","Left / center left","Congress","trust",1,5,8,0.57,"I am 39 and I am a male. I have a bachelor. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttarakhand. Ideologically, I am leaning Left / center left. I identify with Congress. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","860_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",861,"I likely voted for BJP.","BJP",0,26,"female","no education","never","in domestic work",15000,"country village","Uttarakhand","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","trust",1,3,8,2.58,"I am 26 and I am a female. I have a no education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttarakhand. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","861_",NA,NA,NA,NA,NA,NA,NA,NA,NA
